,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,APP,ARM,AVGO,AXP,AZO,BA,BABA,BAC,BLK,BN,BX,C,CB,CDNS,CME,COF,COST,CPNG,CPRT,CRM,CRWD,CSCO,CVNA,CVS,DELL,DG,EBAY,FTNT,GD,GE,GOOG,GS,HD,HON,HOOD,HWM,IBKR,IBM,ICE,INTC,INTU,JD,JPM,KKR,KLAC,KR,LMT,LOW,LRCX,MA,MELI,META,MMC,MRVL,MS,MSFT,MU,NET,NFLX,NOC,NOW,NTES,NU,NVDA,ORCL,ORLY,PANW,PDD,PGR,PLD,PLTR,QCOM,RBLX,ROST,RTX,SCHW,SE,SNOW,SNPS,TGT,TJX,TPR,TSCO,TXN,ULTA,V,WDAY,WELL,WFC,WMT,XLE,XLK,XLY
BX,0.009807008,0.010368345,0.010108866,0.009778103,0.010037508,0.01053958,0.009948412,0.010701158,0.009712471,0.0094672935,0.009916356,0.009841133,0.0093598645,0.009296753,0.0102895,0.009994308,0.009560326,0.009910867,0.009543933,0.010016047,0.0,0.0099146515,0.00958589,0.009996642,0.009551682,0.010153999,0.009434558,0.010052859,0.009754525,0.009474643,0.010186109,0.009613243,0.009536067,0.009115802,0.009637638,0.00977239,0.009754139,0.010122938,0.010033931,0.009577861,0.010472705,0.009867901,0.009839373,0.010233283,0.00977161,0.009280578,0.009781194,0.009954497,0.010165737,0.009972476,0.009392491,0.009888899,0.009431208,0.00942383,0.009626502,0.009153545,0.009970118,0.010091173,0.009601903,0.009782503,0.009502173,0.009953384,0.010136855,0.009333828,0.009862161,0.009565869,0.01004859,0.010066826,0.009861984,0.009535645,0.009751704,0.009433119,0.010602589,0.009940676,0.00971436,0.009529307,0.009632189,0.009826118,0.01015674,0.009612374,0.009860768,0.010047934,0.010128286,0.009444066,0.009835262,0.00990496,0.009054228,0.01021248,0.009825994,0.009865413,0.009661358,0.009330141,0.0098093245,0.0097325435,0.009664539,0.010001362,0.009933742,0.00979308,0.009907755,0.009339197,0.009323806,0.009829757,0.010258573
C,0.009819705,0.01036797,0.010077129,0.009800531,0.010073361,0.0104376,0.009948473,0.010662147,0.009781879,0.009481798,0.009957935,0.009882936,0.009395805,0.009305299,0.010276466,0.0100028,0.009624424,0.0098823095,0.009552286,0.010015555,0.009549212,0.0,0.009577436,0.010031698,0.009597615,0.010128515,0.009433526,0.010021762,0.009730617,0.009505663,0.0101642115,0.009616318,0.009582379,0.009068757,0.009699521,0.009782046,0.00976689,0.010117148,0.01004446,0.009598176,0.0104619395,0.009874555,0.0098302895,0.010226878,0.009750275,0.009318746,0.009824642,0.0100217825,0.010163311,0.010036108,0.009385914,0.009904934,0.009476695,0.0094225975,0.009628035,0.009144606,0.009945681,0.010115281,0.0096178865,0.009806138,0.009485318,0.009965652,0.010081294,0.009333584,0.009868215,0.009559031,0.009957993,0.010030161,0.009818904,0.009543367,0.009704697,0.009434189,0.010505821,0.009964536,0.009738415,0.00952866,0.009687212,0.009807786,0.010171213,0.009639194,0.009920604,0.010014417,0.010142177,0.009507381,0.009867977,0.0098580355,0.009092035,0.010208211,0.009802882,0.009846345,0.009634899,0.009343648,0.009826291,0.009670395,0.009698566,0.010026822,0.010004812,0.009751861,0.009886015,0.009304881,0.009374936,0.009800439,0.010272431
CB,0.009770785,0.010365913,0.010090708,0.009784355,0.010061153,0.010520445,0.009938349,0.0107132625,0.009769309,0.009464058,0.009942862,0.009799064,0.009353779,0.009290251,0.01029943,0.010034033,0.009550728,0.009889766,0.00956782,0.009959529,0.009567074,0.009952937,0.0,0.009981967,0.00958702,0.010148474,0.009453163,0.010066488,0.00972418,0.009468148,0.010150159,0.009585789,0.0095186895,0.009105269,0.009683318,0.009767348,0.009726706,0.0101291705,0.009994772,0.009582207,0.010467354,0.009852805,0.009846284,0.010273206,0.009776231,0.00930275,0.009773466,0.010006657,0.010183475,0.010023447,0.009382688,0.009911005,0.009463041,0.009456128,0.009609696,0.009143618,0.009980941,0.010054598,0.009572435,0.009835724,0.009465052,0.009942114,0.0101213455,0.009366563,0.009922043,0.009581358,0.009980097,0.010049969,0.009821201,0.009518346,0.009761645,0.009410994,0.010546388,0.0099883815,0.009697978,0.0094935065,0.009611703,0.009842066,0.010198775,0.009575921,0.009860205,0.010075892,0.010140178,0.009489676,0.009841906,0.009892453,0.009058288,0.010206124,0.009851913,0.009837051,0.00965208,0.009321337,0.00985033,0.009713147,0.009715916,0.010016243,0.009979082,0.009748178,0.009922216,0.009307132,0.009323543,0.009782894,0.010244712
CDNS,0.0098116845,0.010338777,0.010095459,0.009833205,0.01008023,0.010496227,0.0099443,0.010678138,0.009703516,0.009464748,0.009963049,0.00986966,0.009397672,0.009301822,0.010328227,0.01000929,0.009588287,0.009883485,0.009522415,0.010004358,0.009574162,0.0099866055,0.009583687,0.0,0.009578522,0.010105868,0.009435779,0.010076144,0.009695016,0.009496394,0.01014318,0.009615703,0.009568884,0.009090598,0.009752355,0.009741421,0.009733797,0.010140843,0.009999507,0.009608208,0.010471501,0.009867551,0.009857555,0.010206039,0.009766054,0.00926971,0.009804359,0.010041706,0.010190636,0.009979701,0.009390293,0.009902899,0.009450485,0.009392216,0.009639872,0.009182085,0.01001508,0.01005003,0.009651373,0.009767793,0.009482605,0.0099488385,0.010141244,0.009339622,0.009910562,0.009535195,0.009970323,0.010093797,0.009838639,0.009526514,0.009734103,0.0094434405,0.01049607,0.009933709,0.00972738,0.009563411,0.009655862,0.009832604,0.010211726,0.009606613,0.009900434,0.010064708,0.010132987,0.009505169,0.009846501,0.009890335,0.00912432,0.010197241,0.009790077,0.009827061,0.0096215485,0.009260829,0.009834348,0.009692366,0.009629643,0.009989751,0.010040305,0.009741991,0.009945809,0.009320504,0.009368828,0.00982267,0.010322171
CME,0.00975742,0.010351879,0.0100876605,0.009767838,0.010103651,0.010476228,0.00992032,0.010651207,0.009750542,0.0094909435,0.009981923,0.009875922,0.009344762,0.009294452,0.010315311,0.010012186,0.009596879,0.009883457,0.009530473,0.009983541,0.0095491195,0.009969329,0.009590762,0.010005499,0.0,0.010113009,0.009434817,0.010066112,0.009739158,0.009498505,0.010169895,0.009647347,0.009562881,0.0090844715,0.009685119,0.009767132,0.0097471615,0.010107107,0.010003432,0.009601124,0.010456534,0.009851953,0.009801011,0.010211474,0.0097794095,0.009303402,0.009848353,0.010067182,0.010168403,0.010019708,0.009409613,0.009920591,0.0095046265,0.009424211,0.009605996,0.00914115,0.009957154,0.010077809,0.009607616,0.00979835,0.009473077,0.009977319,0.010097781,0.009322799,0.009863242,0.009558239,0.009964454,0.010053335,0.009811265,0.009529198,0.009724792,0.0094518205,0.010504739,0.009978466,0.009730203,0.009507327,0.009668113,0.009784072,0.010171451,0.009608859,0.009890501,0.010032241,0.010169466,0.009512071,0.009881516,0.009898166,0.0090944,0.010212985,0.009803454,0.0098346695,0.009614378,0.009321454,0.009814766,0.009683108,0.009674889,0.009994279,0.00994262,0.009741684,0.009920337,0.009296269,0.009361378,0.009770006,0.01028171
COF,0.009784602,0.01038427,0.010135255,0.009806141,0.010108763,0.010464129,0.009941749,0.010672922,0.009726022,0.009438608,0.010004392,0.009854607,0.009359872,0.009272536,0.010326607,0.010015698,0.009608535,0.009880183,0.009588285,0.0100146625,0.009555132,0.009938827,0.009571993,0.01002571,0.009562559,0.0,0.009441999,0.010091808,0.009756442,0.009496159,0.010157772,0.009601385,0.009537737,0.009077924,0.0097183455,0.009760867,0.009710669,0.010128491,0.010027693,0.009600477,0.010434664,0.0098471185,0.00985995,0.010228014,0.009784545,0.009296931,0.009828973,0.010025023,0.010205125,0.010029685,0.009394345,0.009904564,0.009442581,0.009416413,0.009629719,0.009160635,0.009976295,0.010100952,0.00959422,0.009790217,0.009461299,0.0099696955,0.010134483,0.009355667,0.009877994,0.009587522,0.009967216,0.010061976,0.009819306,0.009536196,0.009743185,0.009451128,0.010550541,0.009971372,0.009716757,0.009518417,0.009646836,0.00987916,0.0101497965,0.009599656,0.009898298,0.010027368,0.010150246,0.009481835,0.009871175,0.009889587,0.009091137,0.010205605,0.009827707,0.009810661,0.009654422,0.009307733,0.0098597845,0.009702562,0.009691143,0.0100039095,0.00999526,0.009761631,0.009930435,0.009293828,0.009350757,0.009798465,0.010298424
COST,0.009864423,0.010391405,0.010104365,0.009796398,0.010045237,0.010470595,0.009911721,0.010690751,0.0097563155,0.009418514,0.009936045,0.009833042,0.009401772,0.009295228,0.010292457,0.009987416,0.009597343,0.009893725,0.009580359,0.010006791,0.009552446,0.009902894,0.0095357075,0.010005223,0.00953972,0.010135263,0.0,0.010083208,0.009705737,0.009511402,0.010188026,0.009628437,0.009566835,0.009054329,0.009708174,0.009735017,0.009754934,0.010130311,0.010026295,0.009607521,0.010435021,0.009847791,0.0098565295,0.010239275,0.009772416,0.009300944,0.009812816,0.009950752,0.010150681,0.010063725,0.00943768,0.009886267,0.009455769,0.009401674,0.0096233925,0.009147776,0.0099239815,0.010088828,0.009535509,0.009805661,0.009492453,0.009946002,0.0101336995,0.009334539,0.009890595,0.00957489,0.010000741,0.010049145,0.009775422,0.009503793,0.00969904,0.009431825,0.010550833,0.009977394,0.009720331,0.009527498,0.009635478,0.009839116,0.010168411,0.009575659,0.009910595,0.009993539,0.010167993,0.009473512,0.009841581,0.009888569,0.009082354,0.010198016,0.009822881,0.009800546,0.009637882,0.009333148,0.009864041,0.009689968,0.009723411,0.010049976,0.010010978,0.009724993,0.009892437,0.009313789,0.009322008,0.009830743,0.010218316
CPNG,0.009833805,0.010375599,0.010118702,0.009828013,0.010055183,0.010439585,0.009890476,0.010735837,0.009740185,0.009461486,0.009970554,0.009921407,0.009338387,0.009333005,0.010294562,0.010038213,0.009614915,0.009895807,0.009552886,0.010042541,0.009588741,0.009923379,0.009556659,0.010083691,0.009598603,0.010140032,0.009435396,0.0,0.009716262,0.009461761,0.010224885,0.009574664,0.009511253,0.009033758,0.009708693,0.009772853,0.009746657,0.0101855965,0.010044758,0.009621188,0.010531567,0.009917094,0.0099635525,0.0102516115,0.009712028,0.009289112,0.0098717455,0.010015428,0.010148655,0.010006858,0.009354695,0.0098940525,0.009372347,0.009357948,0.009633374,0.00914614,0.009957837,0.01010133,0.009688692,0.009734352,0.009465352,0.009943177,0.010188083,0.0093448395,0.009845494,0.009533612,0.010006217,0.010052661,0.009760286,0.009521984,0.009676006,0.00948656,0.010548503,0.009896861,0.009708649,0.009522852,0.0096675,0.009858315,0.010171185,0.009586471,0.009934808,0.010003746,0.010176156,0.009468597,0.009844399,0.0098502,0.009109967,0.0102590155,0.00982181,0.009885979,0.009553049,0.009309194,0.009807108,0.009685412,0.009666625,0.010029267,0.0099796,0.009737826,0.0099491235,0.009300328,0.009352568,0.009852847,0.010279422
CPRT,0.009791347,0.010420882,0.010117699,0.009758258,0.010113347,0.010497555,0.009950836,0.010639928,0.009799823,0.009450645,0.009979717,0.009791821,0.009364807,0.009257138,0.010297075,0.010016971,0.009591478,0.009858808,0.009540618,0.009979709,0.009564844,0.009956742,0.009573552,0.0099750245,0.009566537,0.010138115,0.0094456645,0.010093264,0.0,0.0094879195,0.0101532405,0.009577321,0.009514449,0.009093316,0.0097350655,0.009739431,0.0097382385,0.010130585,0.009965004,0.0095491335,0.010441916,0.00982732,0.009807453,0.0102679,0.009837501,0.009329644,0.009793883,0.010055112,0.010151748,0.010002769,0.009374414,0.0099399695,0.009446261,0.009468879,0.009598686,0.009143802,0.009997353,0.010041053,0.009555439,0.00980368,0.009448436,0.00997379,0.010099661,0.009330184,0.009894217,0.009528785,0.010003498,0.010124548,0.00986934,0.009569868,0.009718912,0.009416334,0.0105254045,0.01001501,0.009731495,0.00951404,0.009630052,0.009830731,0.0102654835,0.009638669,0.009865385,0.010051817,0.010130711,0.009496312,0.009848155,0.009937068,0.00906109,0.010219896,0.009827269,0.0098412605,0.009627725,0.009260934,0.009866982,0.009694418,0.009728144,0.009965387,0.00996669,0.009737913,0.009915774,0.009282718,0.009361453,0.009798798,0.010284934
CRM,0.009803523,0.010352467,0.0100968415,0.009824819,0.010096585,0.010535597,0.00995996,0.010688421,0.009762203,0.0094627505,0.009945976,0.009819707,0.009341232,0.009268358,0.010284054,0.0100266365,0.009595846,0.009904121,0.009583417,0.010001503,0.009562799,0.009931543,0.00957955,0.010008422,0.009579311,0.010132913,0.009416924,0.010086381,0.009730829,0.0,0.010137687,0.00960897,0.0095053725,0.009108412,0.009707513,0.009735409,0.009696766,0.0101501895,0.0099513875,0.0095601445,0.010423173,0.009895848,0.009868979,0.010266435,0.009801111,0.00927345,0.0097761415,0.009983263,0.010172313,0.00998993,0.009379339,0.009899548,0.009406225,0.009433045,0.00958396,0.0091476105,0.009980126,0.010029903,0.009618026,0.009762575,0.0094834855,0.009934385,0.010136261,0.009359021,0.009909078,0.009518616,0.010008356,0.010117754,0.009837821,0.009555128,0.009728719,0.0094957175,0.010519787,0.009947387,0.009676839,0.00951173,0.009623706,0.009834124,0.010181239,0.009632815,0.0098651955,0.010060753,0.010134006,0.009459952,0.009793685,0.00987515,0.009054312,0.010236736,0.009823521,0.00982695,0.009642595,0.00928361,0.0098335035,0.009693422,0.009697208,0.009989106,0.010007999,0.009777057,0.009944599,0.009273892,0.009361305,0.00983,0.010287901
CRWD,0.009809173,0.010379077,0.010073472,0.009823377,0.010102211,0.010426088,0.009944469,0.010597987,0.009726589,0.009453744,0.009999968,0.009866901,0.0093826605,0.0092857145,0.010326774,0.009993646,0.009605902,0.009878195,0.009592931,0.010025921,0.00954269,0.009969861,0.009581833,0.010016846,0.009583183,0.01010228,0.0094545465,0.010139792,0.009711936,0.009485911,0.0,0.0096104415,0.009560388,0.009117206,0.009726715,0.00973463,0.009752529,0.010161794,0.010024096,0.009641128,0.010432969,0.009854328,0.0098391045,0.010209375,0.009787784,0.009302975,0.009831336,0.0100115845,0.010138199,0.010035133,0.009387053,0.009921413,0.009446352,0.009433272,0.009652555,0.00917804,0.009934242,0.0100862775,0.009596743,0.0097858645,0.009502108,0.009956413,0.010105185,0.00932522,0.009905367,0.009558851,0.00998085,0.010113586,0.009815832,0.009507758,0.009732274,0.009443648,0.010530001,0.009973913,0.009722096,0.009514782,0.009638149,0.009850388,0.0101657,0.009581865,0.00990094,0.010013218,0.010165563,0.009492786,0.009838834,0.009908706,0.009127229,0.010224877,0.009833553,0.009836973,0.0096149435,0.009326228,0.009849937,0.009701412,0.0096804695,0.00999151,0.010006611,0.009780899,0.009933989,0.009322975,0.009337864,0.009816249,0.010293119
CSCO,0.009786708,0.010403523,0.010138475,0.009805174,0.010049971,0.010458433,0.009966217,0.010683684,0.009749269,0.009424982,0.009945881,0.009815801,0.009353253,0.0092705935,0.010320094,0.010011418,0.0095614595,0.009904145,0.009617676,0.0099859545,0.0095404815,0.00991176,0.009534678,0.010032176,0.009598172,0.010129812,0.009476867,0.010089509,0.009748859,0.009484864,0.010176181,0.0,0.00953616,0.009088766,0.00971629,0.009731944,0.009760659,0.010106472,0.010042904,0.009548511,0.010495226,0.009826375,0.009863012,0.0102803325,0.009788763,0.0092784325,0.009786995,0.009965039,0.010173342,0.0100054415,0.00941831,0.009871486,0.009450386,0.009440671,0.009612099,0.009166304,0.009990672,0.010081526,0.0095788995,0.0097905705,0.009466311,0.009943345,0.010097051,0.009364551,0.009871761,0.0095681315,0.009983591,0.010055227,0.009811618,0.009505353,0.009726457,0.0094168605,0.010533151,0.009965575,0.009730154,0.009510608,0.009615721,0.009841288,0.010152213,0.009584583,0.009874242,0.0100395065,0.01015955,0.009506088,0.009852084,0.009860458,0.009069184,0.01019747,0.009830824,0.009823343,0.00962267,0.009336456,0.009860913,0.009674279,0.009710153,0.01002813,0.010002436,0.009769713,0.00988996,0.009321144,0.009336111,0.009845661,0.010274462
CVNA,0.0097935125,0.010340317,0.0101257125,0.00983994,0.010090351,0.010417273,0.009899268,0.010641039,0.009770359,0.009512944,0.0099497065,0.009852231,0.009360915,0.009267138,0.01032313,0.009996782,0.00961851,0.009910496,0.009511939,0.010012204,0.009570519,0.009925378,0.00954616,0.0100269215,0.009634129,0.010104487,0.009450922,0.010021098,0.00971618,0.009500933,0.010179209,0.009570403,0.0,0.009068267,0.0097031575,0.009731716,0.009761301,0.010113496,0.01007645,0.009563326,0.010475765,0.009907634,0.009849914,0.010256696,0.009759796,0.00933279,0.0098707,0.010017684,0.010174571,0.010021385,0.009395238,0.009891697,0.009446048,0.009429191,0.009636155,0.009147767,0.009970188,0.010126179,0.009630428,0.00975915,0.009439395,0.009974937,0.010105787,0.009370845,0.00980497,0.009536927,0.009970928,0.010010012,0.009794226,0.009536858,0.009668077,0.009389285,0.010509433,0.0099096075,0.009791357,0.009522161,0.009651786,0.009848483,0.010198195,0.00961897,0.009862984,0.010013109,0.010205906,0.009493992,0.009912697,0.00980168,0.009107913,0.010185318,0.009811561,0.009845717,0.00958429,0.009361729,0.0097655365,0.009691238,0.009687452,0.010033462,0.010007638,0.009726831,0.009924351,0.009255451,0.0093727615,0.009848492,0.010250877
CVS,0.009795568,0.010373036,0.010095098,0.009740305,0.010068919,0.010485383,0.009955593,0.010672142,0.009763232,0.009432057,0.009973944,0.00984999,0.009391903,0.009224271,0.010313605,0.01001837,0.0095923105,0.009856952,0.009525518,0.010001718,0.009515193,0.009958529,0.009566269,0.009987452,0.009549861,0.0101040425,0.009417183,0.010071167,0.009688688,0.009462193,0.010188372,0.009583116,0.009542515,0.0,0.009716611,0.009770051,0.009771797,0.010106578,0.01000538,0.009554154,0.010441607,0.009809637,0.00977076,0.010255966,0.009810004,0.009331222,0.009802851,0.0099965595,0.010141532,0.010005795,0.009392205,0.009954299,0.009438657,0.009411618,0.009601883,0.009151441,0.009966252,0.010086694,0.009577368,0.009794928,0.009481674,0.009966322,0.010073982,0.009286404,0.009897787,0.009503044,0.010020378,0.010069781,0.009847597,0.009519989,0.009715974,0.009387101,0.010601648,0.010025894,0.00972551,0.00948573,0.009642112,0.00981841,0.010187362,0.009609642,0.009909655,0.010038627,0.010168225,0.009482583,0.009860599,0.00990607,0.009053585,0.010237513,0.00984528,0.009811384,0.009624466,0.009281946,0.0098430095,0.009648668,0.0097352145,0.009922214,0.009946669,0.009748613,0.009890213,0.009277408,0.009373605,0.009812539,0.010285188
DELL,0.009846902,0.010361478,0.010079203,0.009813275,0.010061249,0.010500295,0.009962728,0.010694807,0.009749374,0.009460805,0.009965028,0.00986587,0.0093455445,0.009336138,0.01027577,0.010064348,0.009618745,0.009906854,0.009598016,0.010025781,0.009537177,0.00994554,0.009520664,0.010039969,0.009602774,0.010100692,0.009446596,0.0100760525,0.0096619185,0.009455542,0.010146522,0.0095996745,0.009564574,0.009078514,0.0,0.009729465,0.0097568445,0.010078795,0.010032281,0.0095811905,0.010556219,0.0098626735,0.009896942,0.010241389,0.0096851,0.009250494,0.009769976,0.009962712,0.010155757,0.010047982,0.009389647,0.009922112,0.009451411,0.00935129,0.009637491,0.009162678,0.009992495,0.010042559,0.009633459,0.009780967,0.009449721,0.009903927,0.010156283,0.009366827,0.009906052,0.009515827,0.009955624,0.010100303,0.009815298,0.009530665,0.009705702,0.009483644,0.010505811,0.009937237,0.009705631,0.009541839,0.009645357,0.009789199,0.010200736,0.009563878,0.00990546,0.009969239,0.010140046,0.00949853,0.009836373,0.0098680705,0.009140181,0.010265661,0.009796549,0.0098650325,0.009624566,0.009298676,0.009870122,0.009663056,0.009643668,0.010032746,0.009955352,0.009785309,0.009899746,0.0093473755,0.009380991,0.00985449,0.010298799
DG,0.009814732,0.010318067,0.010059814,0.009834667,0.010089259,0.010479823,0.009931081,0.010718502,0.009734955,0.009438185,0.010007217,0.009824998,0.009393847,0.009272442,0.010309755,0.010013397,0.009566244,0.009893993,0.009562437,0.01000825,0.009571264,0.009972336,0.009531567,0.009989515,0.009532997,0.0100963395,0.00940628,0.010096007,0.009715806,0.009514603,0.010181649,0.009606235,0.009536231,0.009129442,0.009748452,0.0,0.009737117,0.010103909,0.009962494,0.009613942,0.010426422,0.009855907,0.0098121,0.01021958,0.009843651,0.009314421,0.009780893,0.0100009795,0.010166035,0.010039748,0.009402644,0.009942689,0.009421069,0.009422316,0.00961735,0.009182926,0.009955965,0.010049238,0.009558564,0.009818807,0.009508126,0.009951746,0.010126217,0.009377087,0.00991216,0.00957185,0.009985723,0.010080118,0.009804504,0.009531605,0.0097664585,0.009441043,0.0105480375,0.009991622,0.009685942,0.009546216,0.009634531,0.00979021,0.0101434,0.009598116,0.0098867575,0.010023186,0.010159308,0.009484329,0.009849916,0.009920541,0.009098876,0.010156148,0.009784436,0.009802248,0.009630188,0.009316331,0.009879353,0.009686377,0.009682941,0.009998077,0.009999764,0.009794331,0.009918509,0.009325418,0.009372026,0.009777151,0.0103099765
EBAY,0.009777716,0.010348658,0.010121317,0.009852867,0.0100964345,0.010429192,0.009934269,0.010693313,0.009711202,0.009450603,0.009970325,0.009855043,0.009370766,0.009249966,0.010364505,0.009993686,0.009561877,0.009895149,0.009534096,0.00999379,0.009526774,0.009960766,0.0095647415,0.010022548,0.009590146,0.010111163,0.009418789,0.010082821,0.0097710965,0.009487797,0.010188681,0.00958256,0.009526895,0.009085828,0.009735897,0.009745294,0.0,0.0101399105,0.0100623425,0.00958895,0.010436159,0.009883124,0.009872186,0.010227645,0.0097844135,0.009293921,0.0098508615,0.010020825,0.010212689,0.010001802,0.009385084,0.009899931,0.009447213,0.009419831,0.009609731,0.009163173,0.0099602705,0.010134237,0.009591873,0.009776512,0.009462739,0.009976897,0.010110605,0.009360683,0.009863886,0.0095599955,0.009968407,0.01003255,0.009827321,0.0095171975,0.009721205,0.009391544,0.010560702,0.009944823,0.009738197,0.009512317,0.00965241,0.009902228,0.010134435,0.0095926775,0.009883893,0.010048971,0.010147568,0.00947583,0.009887723,0.009872567,0.009090117,0.010200348,0.009806164,0.009798989,0.009635695,0.009332994,0.009795595,0.0097025195,0.009684311,0.010009002,0.010014796,0.009744258,0.0099305175,0.009291121,0.009332529,0.009812317,0.010302039
FTNT,0.009846386,0.010410323,0.01006622,0.0098169185,0.010049073,0.010474595,0.009916024,0.010665188,0.009791266,0.009482789,0.009951191,0.009895104,0.00938158,0.009335528,0.010293407,0.010008704,0.00961182,0.009883154,0.0095369,0.010046348,0.009554663,0.0099436,0.009553936,0.010043527,0.009623949,0.010145194,0.009450747,0.010107089,0.009644371,0.009479759,0.010201423,0.009593087,0.009559204,0.009039684,0.009716269,0.00972709,0.009760869,0.0,0.01003741,0.009634187,0.010508649,0.009851884,0.009923614,0.010241747,0.009730736,0.009288879,0.009798807,0.010010777,0.010101444,0.01005758,0.009395373,0.009872896,0.00946242,0.0093753,0.009636506,0.009138405,0.009939079,0.010089286,0.009630479,0.009794064,0.009473942,0.0099508595,0.010166021,0.009336749,0.009912812,0.00955299,0.010025057,0.01009389,0.009789302,0.009528847,0.009696202,0.00943756,0.010510436,0.0099744955,0.009721411,0.009542902,0.009626838,0.009824312,0.01021637,0.009557749,0.009930554,0.010010313,0.0101474235,0.009482448,0.009855363,0.009900409,0.0091398535,0.010253832,0.009789697,0.009860965,0.009550474,0.009315216,0.009807503,0.009708639,0.009673515,0.010032902,0.009995178,0.009747282,0.009935693,0.009331562,0.009342383,0.009845884,0.010277636
GD,0.009823565,0.010393472,0.010126618,0.00980647,0.010114524,0.0104459375,0.00992292,0.01063755,0.009727682,0.009483843,0.01002313,0.009881752,0.009351176,0.009284247,0.0103677455,0.009977121,0.009618993,0.009881612,0.009579138,0.010017458,0.009530333,0.009909282,0.009571433,0.010086852,0.009577713,0.010100967,0.009435984,0.010148235,0.009676088,0.009496698,0.010210583,0.009568255,0.009551876,0.009059164,0.009741633,0.0097309835,0.009755437,0.010167733,0.0,0.009631829,0.010399772,0.0099117495,0.0098619545,0.010211155,0.009818101,0.009305294,0.009876205,0.010041102,0.010160254,0.0100163,0.00935566,0.009876013,0.009437825,0.0094489595,0.009605766,0.009196772,0.009889143,0.010117905,0.009625848,0.009769092,0.009445926,0.009979459,0.01008216,0.009308104,0.00985422,0.009548698,0.009990945,0.010077446,0.009812676,0.009525545,0.009637748,0.00943022,0.010542551,0.00997145,0.009738483,0.009558162,0.00965203,0.009893945,0.01018168,0.009591579,0.00987868,0.009979739,0.010158185,0.009477716,0.009893523,0.009847743,0.009127409,0.010249095,0.009810704,0.009787806,0.009569258,0.009337,0.009834277,0.009668145,0.009641799,0.010078877,0.009984489,0.009776008,0.009913811,0.009312413,0.009364195,0.009849572,0.010295733
GE,0.009797135,0.010354081,0.010097764,0.009773105,0.010074487,0.01049253,0.009911525,0.010686358,0.009761289,0.00948624,0.009946947,0.009820786,0.009364656,0.009319124,0.010251984,0.010046088,0.009629412,0.009920143,0.00951653,0.00998079,0.009554169,0.009926569,0.009608147,0.010019206,0.009602109,0.0101290755,0.009463289,0.010026734,0.009697197,0.00951177,0.010129552,0.009644519,0.009561334,0.009090533,0.009719415,0.009801039,0.009763307,0.0101251425,0.0099940365,0.0,0.010504182,0.00983762,0.009849379,0.010221521,0.009774516,0.009327489,0.00983752,0.010008678,0.010110898,0.009985938,0.00936554,0.009920043,0.009476979,0.009419008,0.009595461,0.009129293,0.009953253,0.010038198,0.009609691,0.009754368,0.009434232,0.009920944,0.01010042,0.0093072625,0.009894439,0.009535731,0.0100304,0.010045733,0.009807769,0.009559748,0.009734906,0.0094792545,0.010517756,0.009995555,0.0097344,0.009531007,0.00959217,0.009822575,0.010196977,0.009641705,0.009872495,0.010021195,0.010177548,0.009493466,0.009888792,0.009832922,0.009081284,0.010242566,0.009831529,0.009882099,0.009569445,0.009330204,0.0098019475,0.009693834,0.009693846,0.010001943,0.009944954,0.009776804,0.009943509,0.009308698,0.009379055,0.009797918,0.01023325
GOOG,0.00977554,0.010356618,0.010085838,0.009845954,0.010039072,0.010515266,0.009975428,0.010707181,0.00976355,0.009494606,0.009940345,0.009855707,0.00933245,0.009277019,0.010349299,0.010022582,0.009557137,0.009885043,0.009564616,0.009987008,0.009566896,0.009940719,0.0095743155,0.010026069,0.009668677,0.010120948,0.009415461,0.010049664,0.009788966,0.009455272,0.010146253,0.009568092,0.009509024,0.009115932,0.009716583,0.009829697,0.009711702,0.010143254,0.010069806,0.00964692,0.0,0.009891178,0.009880132,0.010257286,0.009757873,0.009287327,0.009860773,0.010021316,0.010169275,0.010037412,0.009415387,0.009892117,0.009508759,0.009443275,0.009628987,0.009151272,0.009989587,0.010092881,0.009618234,0.009822965,0.009494821,0.009944535,0.010102787,0.009390134,0.0099104745,0.009567738,0.010005249,0.01001469,0.009790243,0.009517284,0.009733299,0.009406413,0.010496601,0.009963999,0.009735495,0.009513309,0.009646123,0.009852398,0.01016217,0.009614584,0.009836045,0.010098113,0.010144751,0.009485574,0.009904173,0.009855207,0.009089137,0.0101712635,0.009877246,0.009852625,0.009691381,0.009364734,0.009799985,0.009670791,0.009696221,0.010032157,0.010021469,0.0097400155,0.009928608,0.009307472,0.009354577,0.009821804,0.010273795
